OBJECTID,FACILITYID,INSTALLDATE,HIGHELEV,INVERT,INVERTELEV,RIMELEV,CVTYPE,WALLMAT,MHTYPE,CONDITION,CUTDEPTH,FLOWDIR,LINED,GPSDATE,WATERTYPE,LOCDESC,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,SUMFLOW,LASTUPDATE,LASTEDITOR,geometry,ResourceID
102,MH-103,19790101,,6,736.82,742.82,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:741.8943,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.1245196234512 41.788129428890926),d175ac0c-1d84-49ea-ae5d-c13ee39a1f16
103,MH-104,19800101,,8,729.95,737.95,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:738.8022,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12292057380267 41.78852426859521),057e09ac-227d-41cd-8b38-c6b1af8a7b9c
104,MH-105,19920101,,8,747.4,755.4,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:755.871,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12368107800035 41.791303090147636),4fc3768e-2c55-4a5e-a192-5cde288e73ac
105,MH-106,19850101,,8,699.41,707.41,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:707.1217,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12335510846748 41.78619676497753),80f8c0e2-1c17-4bc3-a15b-c3fd2fa92325
106,MH-107,19850101,,7,698.92,705.92,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:705.9105,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.1232388902037 41.785316455819874),101878d3-4e52-4e3e-b94b-4f00f9b8a484
107,MH-108,19690101,,9,754.15,763.15,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:763.3293,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12423065985149 41.79202480113223),cfbe4810-665b-4fc3-a7fe-1776c1ba6a4f
108,MH-109,19690101,,12,752.51,764.51,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:763.9807,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12560093901682 41.791983693374725),f33ea97d-3749-4dda-ac34-cc42e12ba48d
109,MH-110,19810101,,6,764.78,770.78,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:770.0017,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12523224308974 41.79463123949487),4167f86e-f244-4c01-a6e6-b0428cc68136
110,MH-111,000000,,8,749.02,757.02,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:756.255,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12959029006315 41.79138571036992),7868e3b9-dc2f-4410-b939-deb2c31ee1df
111,MH-112,19890101,,0,0,0,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:760.0308,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12834940722045 41.790853218137514),5b8b9e41-9b11-4a3c-8648-dfc4f096ded2
112,MH-113,19880101,,14,745.79,759.79,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:759.7111,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12784269370002 41.7900981765616),28ad375a-6add-4032-a49b-6d0402a8676a
113,MH-114,19760101,,10,705.91,715.91,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:715.3966,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.14294496249846 41.785863648104865),fe330e0b-3b1c-4bea-9ce9-2615f3d1b468
114,MH-115,19700101,,11,0,11,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:741.9864,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13813369345283 41.79664458515849),fd768dfd-3a22-4f62-ac59-0e5aafb1c90a
115,MH-116,19700101,,12,720.85,732.85,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:732.6797,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13832166157982 41.79538834504622),843a565c-d8b5-4bbe-b2f8-9d02cf151fa5
116,MH-117,19700101,,9,727.0300000000001,736.0300000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:735.509,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13804965355071 41.794823818741904),4ba23acd-fd44-4d9f-bfbb-f58d9c9cd688
117,MH-118,19700101,,9,722.17,731.17,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:731.1741,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13879126906356 41.794026895468946),671826f9-3ab9-4ba2-9872-87394738dc6d
118,MH-119,19770101,,9,721.46,730.46,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:730.0053,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13907984019971 41.794063553970446),9772342c-9784-4ded-a8aa-40c731b65edd
119,MH-120,19890101,,12,720.9,732.9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:733.3161,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13863218905172 41.79304570166933),6387630a-de06-48b3-a10c-cece98555d73
120,MH-121,19890101,,11,722.5500000000001,733.5500000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:731.9991,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13856094886087 41.79210280204096),a7baf41c-e287-41e9-bc0b-b8b7ea21dd88
121,MH-122,19930101,,11,713.98,724.98,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:725.6364,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.14222536644942 41.79342658242563),aaa7f995-b50a-4834-9e6b-175ee0ea9a35
122,MH-123,000000,,10,705.5200000000001,715.5200000000001,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:715.4274,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.14488464867466 41.793775663268015),42ae5b3f-b30d-424f-b5e2-6b0e148f599e
123,MH-124,19680101,,11,0,11,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:747.8248,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13483775947735 41.79409187959351),8c5f657f-6671-4a88-b2b0-4574aaaa42e6
124,MH-125,000000,,14,0,14,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:745.5635,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13562895890402 41.794016403527),5a826edc-6430-4ab1-9854-4bfcc194179c
125,MH-126,19680101,,11,0,11,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:738.8802,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.13685760196296 41.79509839503417),23a94735-d7ee-44e1-a0f7-05cde5703233
126,MH-127,000000,,11,0,11,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:726.9161,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.1395809616446 41.78811430675616),fcb33a8d-d931-49ac-8a0e-ef6b95650589
127,MH-128,000000,,15,0,15,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:722.9251,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.14329200175197 41.78952593673153),49247f8c-4099-4f30-8abe-e5136ef51c4d
128,MH-129,000000,,10,0,10,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:718.9008,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.14487149768762 41.79024274775134),3e8802c4-f023-4e45-80e0-04af5a2f69cd
129,MH-130,000000,,10,716.62,726.62,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:726.0296,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.14272579457248 41.791705254439066),fc468cb0-a637-4960-9864-a9b2d6f8d759
130,MH-131,000000,,12,0,12,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:724.088,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.14396412325887 41.7917883447436),2af2002e-f12f-43e4-b0d3-9021b1823667
131,MH-132,19790101,,10,735.38,745.38,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:744.2999,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.13266030627817 41.78522398660529),77970092-190b-483c-90e3-499c9047bacb
132,MH-133,19790101,,10,721.45,731.45,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:731.2806,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.13675469016671 41.78467911900458),a822816c-ac9b-48bb-ba24-d87b0c79be81
133,MH-134,000000,,16,715.7199999999999,731.7199999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:731.7524,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.13793097488369 41.78586153565387),c1a62bf3-0d69-4b5f-9f2e-cc9db9aa2e8f
134,MH-135,19740101,,14,716.57,730.57,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:729.8938,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.14680115190752 41.79567156547142),4e67df93-a473-4abb-bd20-a598ef311746
135,MH-136,19690101,,13,733.73,746.73,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:745.9996,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.13269403828659 41.789023250321435),c4ec0782-b324-485c-997d-c4a518a042a3
136,MH-137,000000,,8,0,8,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:723.2802,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.1397128529534 41.7867061002324),656e3e40-4d89-44f6-ae92-cfcfa938c9ec
137,MH-138,000000,,8,,,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:729.1639,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.13965277404006 41.78742337223627),d2e00bec-aa52-4f5a-9a4a-a80f7f2c7af0
138,MH-139,000000,,0,0,0,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:750.0002,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.13210738741692 41.79188768909829),0e9b8a61-5457-44e4-bcbe-856b969eb048
139,MH-140,000000,,7,704.62,711.62,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:711.8555,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.14436248745265 41.785862530189014),dca17078-2f34-4044-9f91-14b4f2b35915
140,MH-141,19990101,,4,719.92,723.92,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:722.2541,True,True,Private,Private,,20150518120914,Esri,POINT (-88.14284590375806 41.79401467444024),0c29fe2d-10f3-4659-868b-579b24f6609c
141,MH-142,19760101,,30,671.48,701.48,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:701.9297,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.18367905488118 41.786231988336326),d944961f-5e13-46d3-9063-6439c48f7aa9
142,MH-143,19780101,,6,684.89,690.89,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.4393,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.1758037145328 41.79582531428625),ebb1d593-98b4-4972-8b0a-ea2027221e65
143,MH-144,19760101,,6,683.74,689.74,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.2264,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.17479681049748 41.79267739258075),7377e49b-da86-4b8f-871a-79297527a8e9
144,MH-145,19770101,,5,685.33,690.33,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.0524,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.17573812273417 41.793829430311746),a9d35a8a-9064-4ea3-9c83-1e2bebdaaf88
145,MH-146,19760101,,7,683.23,690.23,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:689.9882,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.17376728764549 41.792646644277134),544eaea1-013f-44f9-af33-5e4041378a84
146,MH-147,19770101,,9,681.11,690.11,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.688,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.17154298497003 41.7955310459729),415c7feb-3fb4-4dbb-a537-a3be397e0d65
147,MH-148,19710101,,10,675.89,685.89,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:685.9628,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.17009238308289 41.79001667288189),4399c505-b88e-439f-ab89-80faa579da74
148,MH-149,19710101,,14,682.27,696.27,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:696.0002,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.17530463533882 41.7902745765001),592f0a4a-5f83-4ca2-9789-d54152d0ae2b
149,MH-150,19760101,,6,685.34,691.34,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.8564,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.17565401259338 41.79199473259447),80b7f96c-eb1b-4245-8e13-bf50cd0dd266
150,MH-151,19760101,,5,684.87,689.87,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:689.9984,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.17550100392234 41.79233104333557),3b0ca217-93a3-4e84-ac64-8ab8ea06841e
151,MH-152,000000,,10,685.9,695.9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:695.7086,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.17562892327352 41.78983387461615),c0493a78-680d-482b-9d41-cd354b7ad43f
152,MH-153,19670101,,9,680.6,689.6,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:689.8611,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.17567769921267 41.78525646396571),76e70f1e-4065-404e-8538-5f6a0475bca2
153,MH-154,19970101,,18,700.02,718.02,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:718,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.16134897848004 41.795979247719416),cb420f39-b2e1-46be-8edb-3bd0aa803a71
154,MH-155,19970101,,8,701.83,709.83,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:709.6505,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.16456084276433 41.79544777704491),534f5991-a74e-462f-a40e-a06bc2c0f1a9
155,MH-156,19840101,,19,699.74,718.74,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:719.5054,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.15349703743748 41.794504230202556),8025bfe4-2ce3-435b-ac82-9bfb221e2ec0
156,MH-157,000000,,18,692.77,710.77,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:710.3521,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.15719802506027 41.79403890699908),80d0d1f1-df31-494b-b191-1cdd4ee9e5fc
157,MH-158,19630101,,9,699.2299999999999,708.2299999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:707.6357,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.15054850502375 41.79207031446599),4b759313-8317-49ee-8106-dabb05fcba2c
158,MH-159,000000,,12,710.043,722.043,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:722.0125,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.14897257503623 41.793959264863744),f1b20a7c-a670-4d27-886d-56eb2c27a661
159,MH-160,000000,,8,0,8,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:705.5898,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.14967535883778 41.78659031231623),86bfc8f8-cd45-412c-8b90-d5c8ab7de59a
160,MH-161,000000,,9,702.4960000000001,711.4960000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:711.6349,True,True,Our Agency,Our Agency,,20150518120914,Esri,POINT (-88.1473076477328 41.78946357755145),ecf10d99-6db1-4840-b374-ceb0bfc47d71
161,MH-162,000000,,9,0,9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:713.2533,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.147306810785 41.78834903106835),2e4f722e-01fd-443b-abb1-f14096814925
162,MH-163,19630101,,14,693.13,707.13,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:706.5538,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.15075995586558 41.78685995368606),79f98df7-5f17-4d3d-88c9-69b3c6eab81b
163,MH-164,19630101,,12,693.88,705.88,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:705.6862,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.1507594653485 41.78703284492252),48d1671b-24c6-4998-b65a-0b690687704b
164,MH-165,19620101,,12,0,12,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:694.6133,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.15747018384002 41.78903568649416),fab7cde5-7996-49c9-8ce2-a837988711d7
165,MH-166,19800101,,14,690.3000000000001,704.3000000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:703.1832,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.15336222591024 41.78686234720085),5bad65a2-5e4b-42b8-a926-346384b0a727
166,MH-167,19780101,,11,700.9,711.9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:712.6274,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.15493765524923 41.78926301451603),83dcac01-8357-492e-aefa-95c549349b80
167,MH-168,000000,,14,0,14,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:710.8201,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.15685691032976 41.792703195798154),14e7b7ca-79d8-4fd9-9975-ff9e73bbca5c
168,MH-169,19620101,,18,677.89,695.89,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:696.3655,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.16305748033542 41.7888372571607),fa1b0dfb-4326-433b-83e8-09ab246bd035
169,MH-170,000000,,16,0,16,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:712.0225,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.15770810500733 41.79464678325457),62c814fa-f04b-4807-9d09-454a287c7c6a
170,MH-171,19760101,,8,678.3,686.3,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:686.6682,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.16511901437745 41.78692239536543),85c7cccd-da92-4eb1-8a27-022b3848156b
171,MH-172,19760101,,10,676.3100000000001,686.3100000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:686,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.16498177445229 41.78560311419358),4602f124-9b51-44c8-8b3c-90a38effb6ab
172,MH-173,19760101,,10,690.1800000000001,700.1800000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:691.8998,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.16126282958585 41.78723919323372),b22adbc0-9b8d-4638-8ae0-b35b0f6f60f5
173,MH-174,19760101,,8,683.19,691.19,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:691.579,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.16008522725176 41.78733651727454),b6ce15cf-fcce-4827-bc4a-c9b0c6fea465
174,MH-175,19760101,,8,679.45,687.45,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:686.1965,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.16386325517094 41.78684982908614),0d57baa1-28d8-479f-824d-af5d00d1d474
175,MH-176,19770101,,9,693.95,702.95,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:703.99,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.15831625818817 41.78645012705957),6b4fd2e3-c8f2-4752-8562-0600606dadfd
176,MH-177,19870101,,6,681.3000000000001,687.3000000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:688.5533,True,True,Private,Private,,20150518120915,Esri,POINT (-88.16368285118456 41.784506624780086),d38b5e12-fa86-45bf-8623-b01402f981b5
177,MH-178,19740101,,10,720.74,730.74,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:731.7902,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.14781496818021 41.79634675786703),bb49135b-b1ae-4d9e-ba12-9017650ad46c
178,MH-179,000000,,8,705.58,713.58,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:707.6561,True,True,Our Agency,Our Agency,,20150518120915,Esri,POINT (-88.1478960973001 41.78555072229033),53cd8d6d-386c-464a-86cd-55c813c152a5
179,MH-180,19910101,,0,0,0,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:702.8065,True,True,Private,Private,,20150518120916,Esri,POINT (-88.15676106674411 41.78523580037191),81f1bdb2-a5d0-49d3-9c87-c6bc47408c1a
180,MH-181,19910101,,7,684.11,691.11,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.1082,True,True,Private,Private,,20150518120916,Esri,POINT (-88.15852981707587 41.784646631295054),0541d822-93fc-4957-9e5b-cd3789983fff
181,MH-182,19910101,,9,684.37,693.37,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:692.3179,True,True,Private,Private,,20150518120916,Esri,POINT (-88.15819208928089 41.784523583909994),c8a0ca38-1f1c-442d-8d7b-1a53f579197f
182,MH-183,19910101,,18,684.63,702.63,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:702.9777,True,True,Private,Private,,20150518120916,Esri,POINT (-88.15726364918116 41.78455938575824),e2421330-faa0-4311-8b5b-0a9000b33bdc
183,MH-184,19690101,,9,677.03,686.03,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:686.2417,True,True,Our Agency,Our Agency,,20150518120916,Esri,POINT (-88.16399737178712 41.78496169439499),96f77aab-f280-440e-8ed3-efe4e2b7263a
184,MH-185,19840101,,13,705,718,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:718.0579,True,True,Our Agency,Our Agency,,20150518120916,Esri,POINT (-88.15347882216047 41.79525977455276),32a15e98-c652-491f-b798-23945f156e92
185,MH-186,19860101,,7,703,710,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:709.3594,True,True,Private,Private,,20150518120917,Esri,POINT (-88.15496168498431 41.792830357503355),a7226468-0691-4477-9d2d-e7af80a965ce
186,MH-187,000000,,11,681.27,692.27,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:702.02,True,True,Our Agency,Our Agency,,20150518120917,Esri,POINT (-88.14802521689587 41.78344199741074),a6c878e3-d3dd-4d2c-b561-b130da0da373
187,MH-188,000000,,6,686.1800000000001,692.1800000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:703.9728,True,True,Our Agency,Our Agency,,20150518120917,Esri,POINT (-88.15011985278953 41.78132786221389),a240bd53-c7c4-46f4-b8d5-b68e323721d9
188,MH-189,000000,,9,684.26,693.26,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:693.3542,True,True,Our Agency,Our Agency,,20150518120917,Esri,POINT (-88.15156481747889 41.78162267633422),6f3d432c-56b8-40c3-b4ba-93b044f4566c
189,MH-190,000000,,6,683.29,689.29,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:688.5775,True,True,Our Agency,Our Agency,,20150518120917,Esri,POINT (-88.15233748487253 41.780323449757866),9aa963ee-5ace-4024-9a17-96ce41c856c4
