OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,DIAMETER,MAINSHAPE,LINEDYEAR,LINERTYPE,FROMMH,TOMH,WATERTYPE,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,SUMFLOW,LASTUPDATE,LASTEDITOR,DOWNELEV,UPELEV,SLOPE,SHAPE_Length,geometry,ResourceID
62,280-1106,19850101,Vitrified Clay,8",Circular,,,MH-280,MH-1106,Sewage,True,True,Private,Private,,20150518121834,Esri,688.5500000000001,689.14,0.343753786798629,171.6344728867394,"LINESTRING M (-88.15910653403877 41.78012361205307 0,-88.15903120815032 41.78009603582147 22.870650000000005,-88.15854124475267 41.77991666658544 171.63447000000002)",d540d4e8-e88b-41cc-a636-ad5bb0c6fa40
63,1106-1692,19800101,Vitrified Clay,8",Circular,,,MH-1106,MH-1692,Sewage,True,True,Private,Private,,20150518121834,Esri,687.29,688.5500000000001,0.344793565147808,365.436054312628,"LINESTRING M (-88.15854124475267 41.77991666658544 0,-88.15720287089262 41.779963419558456 365.4360500000001)",2ebfe3d9-2440-444d-acdf-c7159289a03e
64,508-1980,19120101,Vitrified Clay,10",Circular,,,MH-508,MH-1980,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,666.77,667.84,0.423504909945754,252.65350527744914,"LINESTRING M (-88.15046173858441 41.77300153417742 0,-88.15043699849959 41.77300091316089 6.752330000000001,-88.15006840123738 41.77299166159238 107.35385000000002,-88.14983938807394 41.77298591188387 169.85860000000002,-88.14971290955958 41.77298273501103 204.37851000000003,-88.14953603328418 41.77297829430771 252.65351000000004)",922905d4-fdaa-44dd-876f-27863d403ef7
65,1367-199,19920101,Unknown,8",Circular,,,MH-1367,MH-199,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,691.32,691.88,0.308438774277017,181.5595335938523,"LINESTRING M (-88.16312076021316 41.77283372466351 0,-88.1632229825237 41.773326069189054 181.55953000000002)",9f4e8274-cf9c-4d7d-8f73-cefeef4930ea
66,507-1077,19320101,Vitrified Clay,12",Circular,,,MH-507,MH-1077,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,664.57,666.95,4.41768648589836,53.87435273184649,"LINESTRING M (-88.15148816159548 41.77199778326256 0,-88.15134893229524 41.77189292246509 53.87435000000001)",6c52d989-339e-4005-b382-0043cc783ca4
67,1362-2279,19630101,Vitrified Clay,,Circular,,,MH-1362,MH-2279,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,662.2299999999999,663.32,0.419025811725899,260.1271734336602,"LINESTRING M (-88.1489654856708 41.77181733099805 0,-88.1488984991142 41.771815796407154 18.28131,-88.148735474731 41.77181206278494 62.77231000000001,-88.14862259736903 41.77180947739548 93.57768000000002,-88.14859808246047 41.771808510605105 100.27419000000002,-88.14847924681331 41.77180381854565 132.73554000000001,-88.14844616823682 41.771802511111865 141.77136000000002,-88.14828154621867 41.771796011056324 186.73979000000003,-88.14821503551325 41.77179338469138 204.90797000000003,-88.14801321616793 41.771781629209045 260.12717000000004)",218f5aa0-ee54-4ee3-b15a-b63afce8d919
68,1989-222,19580101,Vitrified Clay,10",Circular,,,MH-1989,MH-222,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,673.5600000000001,674.24,0.3020925551532,225.09657666181675,"LINESTRING M (-88.1658082709512 41.7705478227967 0,-88.16584419828057 41.77072027069957 63.59798000000001,-88.16593542561165 41.771158179836526 225.09658000000005)",9944cd15-b6c1-4a49-9030-afed8b4316a6
69,2311-227,19930101,Polyvinyl Chloride,8",Circular,,,MH-2311,MH-227,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,689.58,690.45,0.460587207353296,188.889310452052,"LINESTRING M (-88.16594679379527 41.78017326432831 0,-88.16591233714907 41.78017462138913 9.410940000000002,-88.16585024012099 41.78017706450335 26.371100000000006,-88.16571122132754 41.78018253944895 64.34049,-88.16559928952724 41.780186945428845 94.91172000000002,-88.16525520527813 41.78020049092532 188.88931000000002)",15a599f3-3427-4b4f-82d7-22308a0591b0
70,227-2317,19930101,Polyvinyl Chloride,8",Circular,,,MH-227,MH-2317,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,688.4499999999999,689.58,0.541337572451679,208.74220772859064,"LINESTRING M (-88.16525520527813 41.78020049092532 0,-88.16526512576844 41.7804675819554 97.36309000000001,-88.16526543032705 41.78047578740996 100.35424000000002,-88.16527017869677 41.78060364951806 146.96400000000003,-88.16527032256506 41.780607518588745 148.3744,-88.16527064059812 41.78061609231129 151.49979000000002,-88.1652764748306 41.78077312236564 208.74221000000003)",fe4d770b-682f-427d-a853-570f70e433ef
71,1683-1990,19940101,Unknown,8",Circular,,,MH-1683,MH-1990,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,670.036,671.117,0.295903523140697,365.32177397766856,"LINESTRING M (-88.15614473169266 41.77055220390992 0,-88.15504376990245 41.77085204362387 319.58484000000004,-88.15488648598617 41.77089552474819 365.3217700000001)",fac4dae6-03fd-4a4e-a600-598e23669465
72,1093-2309,19940101,Vitrified Clay,10",Circular,,,MH-1093,MH-2309,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,665.33,665.95,0.453911974042912,136.590360125946,"LINESTRING M (-88.15194525687346 41.77122098891367 0,-88.15177380216176 41.77111850872047 59.84935000000001,-88.15155395897048 41.7709871031413 136.59036000000003)",4e55a33c-07c1-4d00-960e-f8e6df4d28c6
73,1358-2282,19630101,Vitrified Clay,24",Circular,,,MH-1358,MH-2282,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,669.14,669.87,0.221122021552035,330.1344637120343,"LINESTRING M (-88.15114217772822 41.776084889700414 0,-88.15114680864717 41.77573081729383 129.02683000000002,-88.1511481426019 41.77562879648727 166.20403000000002,-88.15118195411192 41.775179633372794 330.13446000000005)",92f9478e-9b46-4d28-ad01-567f3003766b
74,1090-1381,19660101,Vitrified Clay,12",Circular,,,MH-1090,MH-1381,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,681.31,686.42,2.6000279614672,196.5363479059064,"LINESTRING M (-88.14769813060047 41.775076664815025 0,-88.14770160065628 41.774962786997094 41.506800000000005,-88.14770432701953 41.77489742138256 65.33702000000001,-88.14770647735392 41.774845782684935 84.16281000000001,-88.14771151443138 41.77472487555172 128.24164000000002,-88.14771197958865 41.774713723495395 132.30733,-88.14771723372588 41.77458760900479 178.28460000000004,-88.14771808791419 41.77456709379168 185.76378000000003,-88.14771932056244 41.77453754493809 196.53635000000003)",770fa55a-2ce4-40a5-9273-e3128a4d1107
75,1375-2300,19610101,Unknown,8",Circular,,,MH-1375,MH-2300,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,693.26,694.28,0.591728770813518,172.3762727638999,"LINESTRING M (-88.1577660655385 41.77478326374023 0,-88.15776724253486 41.77477640206429 2.5208600000000003,-88.15777777330432 41.774714956610254 25.094500000000004,-88.15779335681407 41.77462400674387 58.507250000000006,-88.15782811829709 41.774421117803065 133.04360000000003,-88.15784646266412 41.77431405382518 172.37627000000003)",79632c20-5ee3-45c0-8d91-360fb1acc6a2
76,1083-1982,19120101,Unknown,8",Circular,,,MH-1083,MH-1982,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,671.34,682.2199999999999,2.84446834615015,382.49678590115275,"LINESTRING M (-88.15257718639798 41.774129557286415 0,-88.15253432691345 41.77412820232764 11.701310000000001,-88.15241240041472 41.77412435221317 44.98910000000001,-88.15240432930678 41.77412409820558 47.19263000000001,-88.15212808250656 41.774115372290694 122.61226000000002,-88.15184943164861 41.77410657078535 198.68824000000004,-88.15179379986179 41.77410481452024 213.87656000000004,-88.15168081529261 41.77410124336562 244.72313000000003,-88.15123676661264 41.77408721594036 365.95532000000003,-88.15117617867598 41.774085301160035 382.49679000000003)",6476d15f-c07e-4aa3-8b7c-c252cf57c142
77,1381-801,19370101,Vitrified Clay,12",Circular,,,MH-1381,MH-801,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,676.5300000000001,681.31,2.43134163660661,196.59927375205694,"LINESTRING M (-88.14771932056244 41.77453754493809 0,-88.14772572181903 41.77440277439655 49.14014000000001,-88.14772605359222 41.77439574939249 51.70158000000001,-88.14773483520489 41.774210881938075 119.10811000000001,-88.14773654451952 41.7741749421684 132.21251,-88.14774492813375 41.77399835651186 196.59927000000002)",7ac37d78-5eed-419c-a05e-da7d9e2ba126
78,198-199,19920101,Unknown,8",Circular,,,MH-198,MH-199,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,691.32,691.9100000000001,0.428207318869568,137.78372624677922,"LINESTRING M (-88.16335010786268 41.77369201949342 0,-88.16332447090393 41.77361822552794 27.784260000000003,-88.16330557360817 41.773563819168125 48.26859000000001,-88.1632229825237 41.773326069189054 137.78373000000002)",422003c9-18f0-4212-9877-7d3bf41757ea
79,2299-207,19610101,Unknown,8",Circular,,,MH-2299,MH-207,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,687.48,690.62,0.967062698074002,324.69456285033044,"LINESTRING M (-88.15620252441437 41.77411295308302 0,-88.15620598196801 41.774060646360965 19.08339,-88.15621313906036 41.77395244623762 58.558780000000006,-88.15622068551087 41.77383823948271 100.22550000000001,-88.15624958157616 41.773401127522376 259.69980000000004,-88.15626135945624 41.77322297980891 324.69456)",be1d9375-906f-427e-84f7-e34f83691d38
80,1081-1668,19920101,Unknown,8",Circular,,,MH-1081,MH-1668,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,688.372,689.75,0.539873273821639,255.24508561898188,"LINESTRING M (-88.16172673482217 41.77329939197979 0,-88.1617113573584 41.77329900976498 4.19692,-88.16140746071754 41.77329143442854 87.13860000000001,-88.16130423235414 41.77328886153065 115.31243000000002,-88.1610113078582 41.77328155637773 195.25957000000002,-88.16079153467932 41.77327580364256 255.24509000000003)",bd930112-0f9b-4a27-a85e-b0fbb15643eb
81,784-1973,19370101,Unknown,8",Circular,,,MH-784,MH-1973,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,689.8199999999999,690.17,0.289159595391985,121.04042389651575,"LINESTRING M (-88.15895936864808 41.77321926056373 0,-88.15908082806281 41.77322455440906 33.18737,-88.1591343601247 41.773226885597374 47.81434000000001,-88.15940235359062 41.773238565979106 121.04042000000001)",159cf0a5-e693-40d8-8006-d27a936c7459
82,1676-1984,19120101,Unknown,8",Circular,,,MH-1676,MH-1984,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,694.12,696.28,0.77592633925027,278.3769400181784,"LINESTRING M (-88.15709103868595 41.77853872752269 0,-88.15689437208924 41.7785314955664 53.70628000000001,-88.15678602844442 41.77852750888641 83.29312000000002,-88.15662645307914 41.778521640790416 126.87042000000002,-88.15660158411254 41.77852072738439 133.66169000000002,-88.15645641995911 41.77851538812445 173.30357000000004,-88.15637411918867 41.778512361318676 195.77851000000004,-88.15626756888098 41.77850844263847 224.87559000000005,-88.15607165298412 41.77850123564104 278.37694000000005)",4501b845-df04-4ba4-a8d9-55407f56a89e
83,1087-1086,19120101,Vitrified Clay,10",Circular,,,MH-1087,MH-1086,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,679.615,681.6030000000001,1.10050854703958,180.6437583195292,"LINESTRING M (-88.15021826067937 41.77829523592685 0,-88.15088012046346 41.77831316893353 180.64376000000001)",c99819ad-ecc2-436d-8b8a-56eab9796e6e
84,516-799,19120101,Unknown,8",Circular,,,MH-516,MH-799,Sewage,True,True,Our Agency,Our Agency,,20150518121835,Esri,688.09,689.88,0.817997523907577,218.82706825922014,"LINESTRING M (-88.15530520723749 41.77728385307752 0,-88.1552487406609 41.77728238260688 15.411100000000003,-88.15515247519089 41.77727987349725 41.68431,-88.15475419640885 41.777269490677945 150.38440000000003,-88.15467054176703 41.77726731319167 173.21577000000002,-88.15450342135263 41.77726295562933 218.82707000000002)",61140ec8-61e9-4ede-aaf8-bcf4d5b93936
85,1678-2307,19120101,Unknown,8",Circular,,,MH-1678,MH-2307,Sewage,True,True,Our Agency,Our Agency,,20150518121836,Esri,683.3900000000001,686.0400000000001,1.12548319957172,235.45442535334033,"LINESTRING M (-88.15273671459632 41.77721814962264 0,-88.15264606797622 41.77721641795638 24.732780000000005,-88.15252081050653 41.77721402580874 58.90907000000001,-88.15239981925953 41.77721171677418 91.92131000000002,-88.15221626485403 41.77720821145867 142.00382000000002,-88.15217773779675 41.77720747544373 152.51587000000004,-88.15203772120095 41.77720480109222 190.71917000000002,-88.15196714159654 41.777203451696074 209.97671000000003,-88.15187376473226 41.77720166919189 235.45443000000003)",b9f39ad0-829c-422f-afc3-aaa9f2e80907
86,196-1968,19700101,Unknown,8",Circular,,,MH-196,MH-1968,Sewage,True,True,Our Agency,Our Agency,,20150518121836,Esri,694.36,695.69,0.477420962006149,278.58014327886013,"LINESTRING M (-88.16000083955785 41.77753409993206 0,-88.16001176496955 41.7774621638614 26.381670000000003,-88.16003267284674 41.77732449109582 76.87143000000002,-88.16005210747444 41.77719653372543 123.79826000000001,-88.1600871780263 41.776965625339834 208.48111000000003,-88.16009152875512 41.776936983229795 218.98527000000004,-88.16011620779265 41.77677448319253 278.58014000000003)",50162ff3-1890-40ce-bd51-45e4bdc1a3de
87,2285-1365,19610101,Vitrified Clay,10",Circular,,,MH-2285,MH-1365,Sewage,True,True,Our Agency,Our Agency,,20150518121836,Esri,694.79,695.12,0.270585072818793,121.95794711153064,"LINESTRING M (-88.16195247235412 41.776731876698015 0,-88.16164753421108 41.77651881673704 113.77907000000002,-88.16162561518686 41.77650350030616 121.95795000000001)",537c87ba-218e-4f52-ba56-76f2b6810a2d
88,1357-1358,19630101,Vitrified Clay,24",Circular,,,MH-1357,MH-1358,Sewage,True,True,Our Agency,Our Agency,,20150518121836,Esri,669.87,670.382,0.23793426789981,215.18548148581024,"LINESTRING M (-88.15111205733021 41.77667497630064 0,-88.15111854853069 41.77656421845868 40.397940000000006,-88.15113476262697 41.7762875264026 141.31888,-88.15114217772822 41.776084889700414 215.18548000000004)",2b3ed3f0-eeaf-4e76-9534-6d091b1336b8
89,1379-793,19120101,Unknown,8",Circular,,,MH-1379,MH-793,Sewage,True,True,Our Agency,Our Agency,,20150518121836,Esri,675.4,676.51,0.477639971544913,232.39261077956948,"LINESTRING M (-88.15277447454253 41.77612095020796 0,-88.15271919144799 41.776119894521464 15.084150000000003,-88.1525649450809 41.77611694904123 57.170730000000006,-88.1525373805141 41.77611642217239 64.69180000000001,-88.15228685905106 41.77611163659376 133.04734000000002,-88.15208592569316 41.77610779665907 187.87263000000002,-88.1520707301859 41.776107506178384 192.01877000000002,-88.1519227610186 41.77610467958375 232.39261000000005)",03f5c3ef-0dfc-4e61-88af-bf0835ba3fdf
90,186-2357,19860101,Unknown,8",Circular,,,MH-186,2357,Sewage,True,True,Private,Private,,20150518121836,Esri,0,703,761.227312821037,92.3508639482139,"LINESTRING M (-88.15496168498431 41.792830357503355 0,-88.15496137172342 41.7928070853832 8.4806,-88.15495825125592 41.79257693202526 92.35086000000001)",7cb565b4-cf7b-4367-aad5-b3377a22ffbe
91,1655-1656,19860101,Unknown,8",Circular,,,MH-1655,MH-1656,Sewage,True,True,Private,Private,,20150518121836,Esri,703,705.5,10.054779014255,24.863798562411553,"LINESTRING M (-88.1555464619439 41.7928684137642 0,-88.15550590627696 41.792848651994234 13.197040000000001,-88.15547005332918 41.792831181707 24.863800000000005)",df5f97ff-a4d4-4592-89df-33d1e24c9499
92,1661-2278,19690101,Unknown,8",Circular,,,MH-1661,MH-2278,Sewage,True,True,Our Agency,Our Agency,,20150518121836,Esri,685.6800000000001,684.27,1.59487982272855,88.40791512351791,"LINESTRING M (-88.15136886625166 41.78319652793121 0,-88.15137136299465 41.783178433696854 6.628450000000001,-88.1513795423532 41.78311909744881 28.364820000000005,-88.15139791131605 41.78298589357843 77.16098000000001,-88.15140214463884 41.782955191613574 88.40792000000002)",6c7f6317-ceb1-42b7-9ef9-4c1965588ff1
93,2276-498,19690101,Unknown,8",Circular,,,MH-2276,MH-498,Sewage,True,True,Our Agency,Our Agency,,20150518121836,Esri,681.1800000000001,684.1800000000001,1.13808372425046,263.60099314975986,"LINESTRING M (-88.14808863272214 41.781097321925515 0,-88.14806242211439 41.78182045741384 263.60099)",838d8566-cc1e-4d6c-95a3-43f922ff4b93
94,1622-1623,19970101,Polyvinyl Chloride,8",Circular,,,MH-1622,MH-1623,Sewage,True,True,Our Agency,Our Agency,,20150518121836,Esri,693.39,694.0600000000001,0.43578636760111,153.74505716829378,"LINESTRING M (-88.16563199331905 41.79579529218327 0,-88.16563627696272 41.79577670598773 6.872640000000001,-88.16566743073062 41.79564150647546 56.86527000000001,-88.16568283964571 41.79557462855913 81.59460000000001,-88.16572664198398 41.79538454798596 151.88067,-88.1657278029467 41.795379505858705 153.74506000000002)",3438b16f-05cb-46dc-acc9-f623525d6899
95,2251-1061,19460101,Vitrified Clay,12",Circular,,,MH-2251,MH-1061,Sewage,True,True,Our Agency,Our Agency,,20150518121836,Esri,701.25,702.75,0.608742418430427,246.40963970731315,"LINESTRING M (-88.14738700097509 41.78617568174765 0,-88.14737275883085 41.7865236531448 126.85722000000001,-88.147367396036 41.7866547128691 174.63663000000003,-88.14736223642186 41.786780813725045 220.60823000000002,-88.14735933954883 41.786851587394125 246.40964000000002)",50b24025-316d-4dcf-b821-25aad2940830
96,160-1630,19300101,Unknown,8",Circular,,,MH-160,MH-1630,Sewage,True,True,Our Agency,Our Agency,,20150518121836,Esri,694.5,0,468.669075968388,148.18558245281855,"LINESTRING M (-88.14967535883778 41.78659031231623 0,-88.14967462918383 41.7866031791244 4.69277,-88.14967346370334 41.78662375143468 12.195880000000002,-88.14966923574492 41.78669814249251 39.32784000000001,-88.1496685214239 41.78671069419822 43.90572000000001,-88.14965228273137 41.786996611510595 148.18558000000002)",3942f064-dd67-400a-ac9f-53a9dc3a3c8e
97,2266-490,19870101,Vitrified Clay,8",Circular,,,MH-2266,MH-490,Sewage,True,True,Private,Private,,20150518121836,Esri,677.67,681.87,2.14406836711186,195.88927594028152,"LINESTRING M (-88.16138798411649 41.784877847577604 0,-88.16200297229668 41.78515557106792 195.88928000000004)",86680acd-31db-44fd-85fe-ffe33ae65953
98,155-732,19970101,Polyvinyl Chloride,8",Circular,,,MH-155,MH-732,Sewage,True,True,Our Agency,Our Agency,,20150518121836,Esri,696.26,701.83,4.44290960659887,125.36829450068446,"LINESTRING M (-88.16456084276433 41.79544777704491 0,-88.16454847062178 41.79546425167664 6.886230000000001,-88.16453988486751 41.79547567994612 11.663590000000001,-88.16452722415258 41.79549253680479 18.70979,-88.16448730650805 41.79554568676202 40.926350000000006,-88.16433557999973 41.7957476999877 125.36829000000002)",ff46adac-6b40-40ad-b4ae-3ca673114f84
