OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,LINETYPE,LOCDESC,DIAMETER,DISTANCE,WATERTYPE,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,SHAPE_Length,geometry
6284,98591,000000,Vitrified Clay,,1124 Brighton Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,109.71343559919143,"LINESTRING (-88.12775915017662 41.7888558082707,-88.12784713503831 41.78898169666826,-88.12794651449062 41.789122247947)"
6285,98592,000000,Vitrified Clay,,1104 Wickfield Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,95.21543286779021,"LINESTRING (-88.12872786723958 41.79035304520594,-88.12879747762452 41.79044454142977,-88.12891243466728 41.79057468888616)"
6286,98595,000000,Vitrified Clay,,1314 Haverhill Cr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,110.70910730529519,"LINESTRING (-88.12188419762205 41.78530198575425,-88.12196119824051 41.78546715391517,-88.12202108551347 41.78558799453207)"
6287,98598,000000,Vitrified Clay,,1166 Greensfield Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,106.01567337208732,"LINESTRING (-88.12483656951783 41.786030792906054,-88.12496272865685 41.78614496800549,-88.12508307548845 41.786255751569456)"
6288,98599,000000,Vitrified Clay,,1232 Haverhill Cr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,100.10406540689408,"LINESTRING (-88.12148953448548 41.78628806266484,-88.12154056597093 41.78641814650683,-88.12159446150464 41.786551312138506)"
6289,98600,000000,Vitrified Clay,,1236 Haverhill Cr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,99.87513490807089,"LINESTRING (-88.12131706627359 41.78632781691988,-88.12136899122737 41.78645572361007,-88.12142338169718 41.78659010032049)"
6290,98604,000000,Vitrified Clay,,1108 Dickens Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,104.37806134147988,"LINESTRING (-88.12838816649582 41.78956615768857,-88.12848508289747 41.78969916626805,-88.12857655848546 41.78981545705883)"
6291,98608,000000,Vitrified Clay,,1074 Stone Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,102.53325833753878,"LINESTRING (-88.12516032262761 41.78847659431418,-88.12525665857072 41.78861949415864,-88.12535787728002 41.7887142631258)"
6292,98609,000000,Vitrified Clay,,1268 Marls Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,105.49162518365128,"LINESTRING (-88.12410022659017 41.78969788795783,-88.12392907791765 41.78980526295073,-88.12379896786423 41.78987936405789)"
6293,98610,000000,Vitrified Clay,,904 Springhill Cr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,66.80069263777757,"LINESTRING (-88.12315379618045 41.7879245432482,-88.12327984636418 41.78800376521757,-88.12333469123413 41.78804770859396)"
6294,98612,000000,Vitrified Clay,,1123 Wickfield Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,83.11837451299124,"LINESTRING (-88.12865571235771 41.79097452161494,-88.12854263058051 41.790865590665305,-88.1284715601894 41.79079278949289)"
6295,98744,000000,Vitrified Clay,,405 Bayberry Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,54.96501443190411,"LINESTRING (-88.14229009296437 41.79096501988743,-88.14245080577793 41.790914967634826,-88.14247482501631 41.790904971213145)"
6296,98745,000000,Vitrified Clay,,1560 Shenandoah Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,45.73960641750808,"LINESTRING (-88.13543792095471 41.79644921095163,-88.13558584559756 41.79646388674621,-88.1356043298924 41.79646478290821)"
6297,98749,000000,Vitrified Clay,,1046 Amberwood Cr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,64.50764963934881,"LINESTRING (-88.1318357904247 41.795835343850726,-88.13204476284353 41.79585943468997,-88.13206989194826 41.79585922031358)"
6298,98752,000000,Vitrified Clay,,1204 N Loomis St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,48.2435134532329,"LINESTRING (-88.14190669834869 41.79015020918792,-88.14205432015282 41.79010940849108,-88.1420702487591 41.79010093829956)"
6299,98802,000000,Vitrified Clay,,1015 Erb Farm Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,209.98755192911767,"LINESTRING (-88.16934781902881 41.79590607600351,-88.16939804483552 41.79564585339985,-88.1692172347828 41.79542520313365,-88.16922812864848 41.795371301490384)"
6300,98803,000000,Vitrified Clay,,1013 Forest View Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,143.56179774904018,"LINESTRING (-88.18228099900439 41.78669732783388,-88.18275843848116 41.786531391171195)"
6301,98806,000000,Vitrified Clay,,973 W Bauer Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,132.24834772640318,"LINESTRING (-88.16815387879022 41.79454799267917,-88.16819783466667 41.794379347140854,-88.16824672246311 41.79419177587749)"
6302,98808,000000,Vitrified Clay,,829 Heatherton Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,109.61142417373438,"LINESTRING (-88.17607411938889 41.78521216563057,-88.17587064489163 41.78522629452839,-88.17567476301981 41.78524554304213)"
6303,98810,000000,Vitrified Clay,,1032 Briergate Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,120.75006368092996,"LINESTRING (-88.1694306699944 41.78877760280154,-88.16960663941485 41.78865866021599,-88.16975926510976 41.78855549447783)"
6304,98812,000000,Vitrified Clay,,1206 Briergate Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,121.80500549490974,"LINESTRING (-88.16985642030073 41.79037776231259,-88.17005268247543 41.79027759708255,-88.17022124691218 41.79018499934864)"
6305,98813,000000,Vitrified Clay,,1433 Briergate Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,122.8992626000953,"LINESTRING (-88.1705400457224 41.79229737176018,-88.17029486658778 41.792297377912895,-88.17008936256182 41.79229738500386)"
6306,98814,000000,Vitrified Clay,,1515 William Penn Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,126.67603349144059,"LINESTRING (-88.16841293593063 41.79638611104436,-88.16813668375833 41.79637560938453,-88.16795068882955 41.79635535557203)"
6307,98815,000000,Vitrified Clay,,1125 Kings Point Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,118.69261988460494,"LINESTRING (-88.1743545027127 41.79199983570889,-88.17431098447678 41.79188470389528,-88.17423602798188 41.79168640626579)"
6308,98818,000000,Vitrified Clay,,1033 Royal Bombay Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,121.8649099651662,"LINESTRING (-88.17221039070533 41.78821905094448,-88.17219312917496 41.78805440365623,-88.17213293263812 41.787891227640344)"
6309,98819,000000,Vitrified Clay,,933 Lindrick Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,115.24467917325788,"LINESTRING (-88.16925872892745 41.79030206229855,-88.16913031663418 41.790176438652644,-88.16898480994274 41.790061820737606)"
6310,98820,000000,Vitrified Clay,,1019 Thunderbird Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,116.8389141812826,"LINESTRING (-88.17171378654875 41.79054620987734,-88.1717694152536 41.79037827344994,-88.17181687426063 41.7902349882103)"
6311,98823,000000,Vitrified Clay,,1423 Heatherton Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,118.74433490162855,"LINESTRING (-88.17475594283593 41.79303373696069,-88.17451721631186 41.79303494680595,-88.17432050114157 41.79303594510414)"
6312,98824,000000,Vitrified Clay,,1467 Inverrary Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,139.925581743103,"LINESTRING (-88.17469964424176 41.79386057339848,-88.1745066965282 41.79386476899656,-88.17435362549833 41.79369185811468,-88.17431069953145 41.79369101088771)"
6313,98826,000000,Vitrified Clay,,1553 Bonaventure Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,112.38783483184753,"LINESTRING (-88.17592079552253 41.79641803816806,-88.17579918588875 41.79629841521954,-88.17567060535293 41.7961729365313)"
6314,98829,000000,Vitrified Clay,,1317 Briergate Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,103.96353744985763,"LINESTRING (-88.17047572660648 41.791029001847086,-88.17029133205925 41.791024892158454,-88.17009465951735 41.79102049642095)"
6315,98830,000000,Vitrified Clay,,1470 Inverrary Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,142.44107316390236,"LINESTRING (-88.17398760610833 41.7940051457517,-88.1742931434033 41.79400051180851,-88.17432918521342 41.794148358660955,-88.17434427493555 41.794144535003575)"
6316,98831,000000,Vitrified Clay,,1003 Erb Farm Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,96.70769536303513,"LINESTRING (-88.16847040609103 41.795749583611226,-88.16829874714638 41.795725261494475,-88.16812194179906 41.795700212331994)"
6317,98832,000000,Vitrified Clay,,1533 Mirror Lake Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,96.21651093442084,"LINESTRING (-88.17359203595315 41.79597567452817,-88.17345661063958 41.79597656207197,-88.17323919425549 41.79597798528633)"
6318,98833,000000,Vitrified Clay,,1521 Bonaventure Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,98.7097839262481,"LINESTRING (-88.17616445626237 41.79503566253349,-88.17598616198818 41.795035470693044,-88.17580246310861 41.795035272965734)"
6319,98837,000000,Vitrified Clay,,1503 Heatherton Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,95.6342599077507,"LINESTRING (-88.17176351171344 41.79494163800064,-88.17160599000182 41.79494684733084,-88.17141313922524 41.794953222143086)"
6320,98839,000000,Vitrified Clay,,1088 Onwentsia Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,97.62264198008516,"LINESTRING (-88.17161323286575 41.796147298645536,-88.17165379682189 41.796381030845644,-88.17165933905497 41.79641297353707)"
6321,98840,000000,Vitrified Clay,,1520 William Penn Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,60.647866451210795,"LINESTRING (-88.16768984112979 41.796569216066125,-88.16786737556436 41.796575968012064,-88.16791192770975 41.79657820834448)"
6322,98841,000000,Vitrified Clay,,916 Heatherton Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,81.40347196336566,"LINESTRING (-88.1753944579915 41.786025576817586,-88.17567682274132 41.78602573685915,-88.17569291841622 41.78602640360534)"
6323,98846,000000,Vitrified Clay,,1136 Summit Hills Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,70.64681634336026,"LINESTRING (-88.17344948510807 41.7841440714137,-88.17361007203412 41.78428031886061,-88.17362084715639 41.78428946171603)"
6324,98848,000000,Vitrified Clay,,932 Century Farm Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,72.33598934386436,"LINESTRING (-88.16752774582618 41.79586188219429,-88.16753090179363 41.796050006311205,-88.16752889129026 41.79606026932196)"
6325,98851,000000,Vitrified Clay,,937 Cherry Hills Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,61.04840485117144,"LINESTRING (-88.16907414724528 41.791271748987064,-88.16919067748887 41.791381306754026,-88.16921356806957 41.791402827482855)"
6326,98852,000000,Vitrified Clay,,1036 Summit Hills Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,65.71224622774287,"LINESTRING (-88.16982259149512 41.78576189702991,-88.16992903807756 41.78588705388094,-88.16995197808016 41.78591402534619)"
6327,98853,000000,Vitrified Clay,,924 Lindrick Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,60.92494326347794,"LINESTRING (-88.16854246890145 41.790205581683054,-88.1686941282545 41.790295991046925,-88.16871721618767 41.79030975374556)"
6328,98855,000000,Vitrified Clay,,966 W Bauer Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,66.9853728028314,"LINESTRING (-88.16795716995722 41.79397226468008,-88.16794060989007 41.79413184153077,-88.16793815108691 41.794155540893975)"
6329,98859,000000,Vitrified Clay,,1028 Summit Hills Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,59.119064099966856,"LINESTRING (-88.1693137545368 41.78602575846568,-88.16941316963707 41.786142648527665,-88.16943015804657 41.786162623892565)"
6330,98862,000000,Vitrified Clay,,1428 Calcutta Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,58.54946151033072,"LINESTRING (-88.16859486323433 41.79345514915451,-88.16878921605948 41.793454914481224,-88.16880957319081 41.79345488871453)"
6331,98865,000000,Vitrified Clay,,820 Royal St George Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,48.157164694718034,"LINESTRING (-88.1674614306878 41.78542191180153,-88.16759403586694 41.785375657988,-88.16762148016005 41.78536608440814)"
6332,98874,000000,Vitrified Clay,,1507 Cocalico Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,144.88849904823198,"LINESTRING (-88.16198463270756 41.79649179868348,-88.16177869996491 41.7964133859637,-88.1614838392528 41.796455940182014)"
6333,98881,000000,Vitrified Clay,,1413 Royal St George Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,110.1251488745938,"LINESTRING (-88.15860265069162 41.79350305835882,-88.15846385308218 41.79354160771252,-88.15823061301953 41.79362020870563)"
6334,98882,000000,Vitrified Clay,,737 Burning Tree Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,124.05392335647619,"LINESTRING (-88.16232672278149 41.78894990094257,-88.16240168972921 41.788771929050576,-88.16246349255515 41.78862521159328)"
6335,98884,000000,Vitrified Clay,,815 W Bauer Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,120.89946022551945,"LINESTRING (-88.16445654535049 41.794831431246386,-88.16441958953673 41.794697888513504,-88.16436663451546 41.794506540674426)"
6336,98886,000000,Vitrified Clay,,741 W Bauer Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,127.38910455058047,"LINESTRING (-88.1626079589254 41.795020135463204,-88.16267441581522 41.794851849624095,-88.16273068492006 41.79471679263691,-88.16272815326809 41.79468420301696)"
6337,98888,000000,Vitrified Clay,,840 N Eagle St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,113.20194474599555,"LINESTRING (-88.15072138269072 41.784996221008925,-88.15100597330961 41.785024346550784,-88.15113288571494 41.78503688916047)"
6338,98889,000000,Vitrified Clay,,1437 N Eagle St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,117.06689357124945,"LINESTRING (-88.15105081100462 41.7930583981625,-88.15084831682957 41.79313149573083,-88.15066414661574 41.79319798011532)"
6339,98901,000000,Vitrified Clay,,997 Belaire Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,122.45516021331521,"LINESTRING (-88.1636990005315 41.78715197957922,-88.16382146745701 41.78698632985673,-88.16389269420135 41.78688222792102,-88.16389517487923 41.786852505224566)"
6340,98902,000000,Vitrified Clay,,823 Morningside Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,105.36261290591005,"LINESTRING (-88.15284111489625 41.78465622479429,-88.15261984734458 41.78463871965282,-88.15245692666927 41.78462583118244)"
6341,98907,000000,Vitrified Clay,,1012 Royal Blackheath Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,102.37234205916822,"LINESTRING (-88.16602502611038 41.78743362491801,-88.1662850565988 41.78743295528737,-88.16640040447867 41.78743265836387)"
6342,98908,000000,Vitrified Clay,,617 Zaininger Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,103.23296557043386,"LINESTRING (-88.15883077941051 41.78750571809303,-88.15885261579197 41.78737295416898,-88.15887702567079 41.78722453775053)"
6343,98911,000000,Vitrified Clay,,363 Pearson Cr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,93.7408578828315,"LINESTRING (-88.15392044876741 41.78468252952046,-88.15375490387999 41.78468995997164,-88.15357734938038 41.78469792871847)"
6344,98912,000000,Vitrified Clay,,831 N Main St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,90.86437939580574,"LINESTRING (-88.14896685271543 41.7848693515512,-88.14875771022604 41.784866125570986,-88.14863375389649 41.78486421386719)"
6345,98913,000000,Vitrified Clay,,367 Pearson Cr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,99.95522130642047,"LINESTRING (-88.15396590631296 41.784964940633394,-88.15376657806335 41.784973888583,-88.1536000602844 41.78498136140752)"
6346,98915,000000,Vitrified Clay,,1141 N Eagle St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,99.76242663414132,"LINESTRING (-88.15101473155224 41.78952462885648,-88.15075923210053 41.78951877321139,-88.15064908085472 41.789516246361416)"
6347,98919,000000,Vitrified Clay,,1515 Wedgefield Cr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,91.52782109336471,"LINESTRING (-88.15857530660719 41.79589584995061,-88.15854820019128 41.795803271445116,-88.15850346726631 41.79565049050212)"
6348,98928,000000,Vitrified Clay,,830 N Main St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,86.00805186476275,"LINESTRING (-88.14825613496878 41.78488642223976,-88.14798685774046 41.784880398679434,-88.14794094364183 41.7848787705714)"
6349,98930,000000,Vitrified Clay,,840 N Main St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,83.50833707917744,"LINESTRING (-88.14823591046805 41.78514869400778,-88.14797863230578 41.78514293915991,-88.14792993466455 41.78514536809076)"
6350,98932,000000,Vitrified Clay,,849 N Main St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,89.22727520539789,"LINESTRING (-88.14894310028622 41.78551414389316,-88.14872909103201 41.78551084432268,-88.14861599956383 41.785509101318)"
6351,98934,000000,Vitrified Clay,,1116 N Main St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,71.80125948408411,"LINESTRING (-88.1481282660849 41.78861866337332,-88.14829958458242 41.78862452707276,-88.14839133126635 41.78862661778459)"
6352,98937,000000,Vitrified Clay,,1121 N Webster St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,81.69662417301407,"LINESTRING (-88.14987283008293 41.78881790255793,-88.14968633817749 41.78881284348228,-88.14957345398386 41.78880977911869)"
