WKT,objectid,facilityid,accountid,metservice,servicetype,installdate,locdesc,rotation,locationid,critical,enabled,activeflag,ownedby,maintby,lastupdate,lasteditor,globalid,comments,doc_name,status,ResourceID
POINT (-122.401806414101 37.8041851309239),456,,,,METER,,,,,,1,,8,,,,{2E6DAFD2-A8AD-48DB-A31C-ED933B0D2412},,,ACT,2E6DAFD2-A8AD-48DB-A31C-ED933B0D2412
POINT (-122.401801050256 37.804178772876),457,,,,METER,,,,,,1,,8,,,,{2D2E51D1-50AA-44C5-8A38-CBFD295402AE},,,ACT,2D2E51D1-50AA-44C5-8A38-CBFD295402AE
POINT (-122.401793002879 37.8041787728744),458,,,,METER,,,,,,1,,8,,,,{4629B435-072D-4311-9E40-B9E33BFE61A8},,,ACT,4629B435-072D-4311-9E40-B9E33BFE61A8
POINT (-122.403076689783 37.8052538201572),459,,,,METER,,,,,,1,,8,,,,{0C9FB6FE-DA22-41AC-BC2B-7D2B7AAD289B},,,ACT,0C9FB6FE-DA22-41AC-BC2B-7D2B7AAD289B
POINT (-122.375180148663 37.7413885995981),460,,,,METER,,,,,,1,,1,,2013-10-25T16:50:49.000,JAH,{29F7D50F-ECCA-4FCC-B8F9-02857A746E9E},,,ACT,29F7D50F-ECCA-4FCC-B8F9-02857A746E9E
POINT (-122.382068306827 37.7508084461442),461,,,,HOSEBIB,1966-07-01T00:00:00.000,,,,,1,,1,,2014-03-12T17:58:00.000,JAH,{8A3336D6-E184-4FF7-A7A4-425C1B47D0E2},,7387-86-1,ACT,8A3336D6-E184-4FF7-A7A4-425C1B47D0E2
POINT (-122.382416455409 37.7508011669576),462,,,,HOSEBIB,1966-07-01T00:00:00.000,,,,,1,,1,,2014-03-12T17:58:00.000,JAH,{A20298AE-2F12-4433-9496-0556E66B7132},,7387-86-1,ACT,A20298AE-2F12-4433-9496-0556E66B7132
POINT (-122.382440515652 37.7509723485149),463,,,,HOSEBIB,1966-07-01T00:00:00.000,,,,,1,,1,,2014-03-12T17:58:00.000,JAH,{0034559D-3E96-44AF-A4C6-2E8DDEA6ED28},,7387-86-1,ACT,0034559D-3E96-44AF-A4C6-2E8DDEA6ED28
POINT (-122.38227955118 37.7510237329117),464,,,,HOSEBIB,1966-07-01T00:00:00.000,,,,,1,,1,,2014-03-12T17:58:00.000,JAH,{766B6CE8-B113-486A-85B8-C5E5C61B7ACD},,7387-86-1,ACT,766B6CE8-B113-486A-85B8-C5E5C61B7ACD
POINT (-122.382037058286 37.7510429913045),465,,,,HOSEBIB,1966-07-01T00:00:00.000,,,,,1,,1,,2014-03-12T17:58:00.000,JAH,{97E549D2-4FFF-4773-84BA-2257B4E2EB8B},,7387-86-1,ACT,97E549D2-4FFF-4773-84BA-2257B4E2EB8B
POINT (-122.383335377721 37.7577441480209),466,,,,METER,2014-07-01T00:00:00.000,,,,,1,,1,,2014-04-25T17:29:39.000,JAH,{2E19DAD3-BAEF-4F63-A70E-D2738B73048D},Port Deduct for Affordable Storage.,,ACT,2E19DAD3-BAEF-4F63-A70E-D2738B73048D
POINT (-122.371532037688 37.7438086402834),467,,,,METER,,,,,,1,,1,,2010-11-15T00:00:00.000,JAH,{E94D9D8F-3C79-48E0-806D-790AB65216EA}, ,8718-94-1,ACT,E94D9D8F-3C79-48E0-806D-790AB65216EA
POINT (-122.371643738881 37.7436452029774),468,,,,METER,,,,,,1,,1,,2010-11-15T00:00:00.000,JAH,{07428579-6C23-4C46-9913-962A36673DEA}, ,8718-94-1,ACT,07428579-6C23-4C46-9913-962A36673DEA
POINT (-122.386905014454 37.7743390263112),469,,,,METER,,,,,,1,,1,,2014-06-03T14:30:04.000,JAH,{AD8AD387-C5A9-47C0-9C1E-2A2501456AAB},"Port Deduct, on appron.",Field Visit,ACT,AD8AD387-C5A9-47C0-9C1E-2A2501456AAB
POINT (-122.401027211904 37.8033358587237),470,,,,METER,2012-07-01T00:00:00.000,,,,,1,,8,,2012-10-15T09:22:50.000,JAH,{2DA42A30-4CD2-4FB4-88E9-A8A47969AB12},"Shown on Field and enchroachment Permit. Witness a 2"" while open ground.",,ACT,2DA42A30-4CD2-4FB4-88E9-A8A47969AB12
POINT (-122.420082273147 37.8079300804622),471,,,,METER,,,,,,1,,12,,2014-04-10T14:10:56.000,JAH,{06EC4ACA-52A6-4BED-81FB-4715E45F58B6},Port Deduct for Police Yard,Field Visit,ACT,06EC4ACA-52A6-4BED-81FB-4715E45F58B6
POINT (-122.387931389008 37.7657374521697),472,,,,METER,,,,,,1,,8,,2014-07-08T16:37:30.000,JAH,{4EE58A47-46ED-42E8-9A69-1715EF1D1C22},,6525-418-2,ACT,4EE58A47-46ED-42E8-9A69-1715EF1D1C22
POINT (-122.387833361541 37.7647656927236),473,,,,METER,,,,,,1,,8,,2014-07-08T16:37:30.000,JAH,{9EC59DDA-EED2-4560-B714-0789CAEE94BA},,6525-418-2,ACT,9EC59DDA-EED2-4560-B714-0789CAEE94BA
POINT (-122.387809739087 37.7645191775229),474,,,,METER,,,,,,1,,8,,2014-07-08T16:37:30.000,JAH,{B5A2A5F9-5508-4A98-9AAF-AFB8514A4574},,6525-418-2,ACT,B5A2A5F9-5508-4A98-9AAF-AFB8514A4574
POINT (-122.419239716713 37.8108386313115),475,,,,METER,,,,,,1,,8,,2015-01-13T17:48:49.000,JAH,{AA2BB488-8A41-472C-B5E7-F7A206E1223E},WM for Ice Machine;,Field Visit,ACT,AA2BB488-8A41-472C-B5E7-F7A206E1223E
POINT (-122.419247526741 37.8108417242505),476,,,,METER,,,,,,1,,8,,2015-01-13T17:48:49.000,JAH,{AE9955C2-EA3B-47AF-927A-D7BE29234580},WM for Ice Machine;,Field Visit,ACT,AE9955C2-EA3B-47AF-927A-D7BE29234580
POINT (-122.418984093487 37.8107104676159),477,,,,METER,,,,,,1,,8,,2015-01-13T17:48:49.000,JAH,{AFB3B764-D17D-483D-9FF4-5E64AADC9C9D},WM for Ice Machine;,Field Visit,ACT,AFB3B764-D17D-483D-9FF4-5E64AADC9C9D
POINT (-122.386992506691 37.7741992088462),478,,,,METER,,,,,,1,,1,,2014-11-05T17:54:33.000,JAH,{91A59646-8F1D-432C-99B2-72220A2E0D18},Bauer,,ACT,91A59646-8F1D-432C-99B2-72220A2E0D18
POINT (-122.38698612955 37.7742009610427),479,,,,METER,,,,,,1,,1,,2014-11-05T17:54:33.000,JAH,{A2A886C8-0A52-46A7-95B7-5A396779BC06},RR and ASF Electric;,,ACT,A2A886C8-0A52-46A7-95B7-5A396779BC06
POINT (-122.383714012732 37.7745116648699),480,,,,HOSEBIB,,,,,,1,,1,,2014-09-26T17:52:18.000,JAH,{BBF89986-A86D-4420-8469-539C9C97759B},,Field Visit,ACT,BBF89986-A86D-4420-8469-539C9C97759B
POINT (-122.383725888291 37.7745274941226),481,,,,SWSC,,,,,,1,,1,,2014-09-26T17:52:18.000,JAH,{338A3487-BA74-4F00-8E1D-A5E453DB2869},,Field Visit,ACT,338A3487-BA74-4F00-8E1D-A5E453DB2869
POINT (-122.383367693532 37.7745318888806),482,,,,HOSEBIB,,,,,,1,,1,,2014-09-26T17:52:18.000,JAH,{2D8B4A55-BAD5-4266-A3C7-8F1E25F03598},,Field Visit,ACT,2D8B4A55-BAD5-4266-A3C7-8F1E25F03598
POINT (-122.384168266517 37.7745016594115),483,,,,SWSC,,,,,,1,,1,,2014-09-26T17:52:18.000,JAH,{3133EAC7-764C-414A-B7E5-EC156D38164A},,Field Visit,ACT,3133EAC7-764C-414A-B7E5-EC156D38164A
POINT (-122.384166742642 37.7744852258618),484,,,,METER,,,,,,1,,8,,2014-09-26T17:52:18.000,JAH,{F5C7949D-F1BD-4C88-AF00-B1DE8730227F},Sewer Excempt Deduct Meter,Field Visit,ACT,F5C7949D-F1BD-4C88-AF00-B1DE8730227F
POINT (-122.384156390867 37.7744858302033),485,,,,HOSEBIB,,,,,,1,,1,,2014-09-26T17:52:18.000,JAH,{823C0FEC-E229-4DE6-AD67-717E56DEE3D1},,Field Visit,ACT,823C0FEC-E229-4DE6-AD67-717E56DEE3D1
POINT (-122.384857894083 37.774461382668),486,,,,SWSC,,,,,,1,,1,,2014-09-26T17:52:18.000,JAH,{16E2D8AC-B05D-4A22-943A-498F613B73A8},,Field Visit,ACT,16E2D8AC-B05D-4A22-943A-498F613B73A8
